Nennen Sie vier Sicherheitsmaßnahmen, die im obigen Text beschrieben werden.	- Download und Installation des Security Compliance Toolkit (oder auch: der Software zu Einhaltung der Sicherheitsvorschriften)<br>- Nutzung komplexer Passwörter<br>- Aktivierung der BS-internen Firewall<br>- Regelmäßiges Aktualisieren des Betriebssystems.<br>- Aktivieren der Memory Integrity Features<br>Antworten sind in Deutsch oder Englisch möglich.	IHK-AP1 software
Erläutern Sie einen Grund, warum dieses Vorgehen aus Sicherheitsgründen nicht zu empfehlen ist.	- Der betreffende Rechner und damit das ganze Netzwerk wären damit anfälliger gegen Malware.<br>- Anwender könnte die Rechte missbräuchlich benutzen und Aktionen durchführen, die aus Unternehmenssicht nicht gewünscht sind.	IHK-AP1 netzwerk
Nennen Sie dafür eine rechtliche Grundlage.	z. B. DSGVO, Bundesdatenschutzgesetz	IHK-AP1 datenschutz
Beschreiben Sie den Zweck dieser rechtlichen Grundlage.	z. B. Schutz personenbezogener Daten	IHK-AP1 datenschutz
Beschreiben Sie die Vorgehensweise bei der asymmetrischen Verschlüsselung und Entschlüsselung zur Übertragung von E-Mails vom Anwalt zum Mandanten anhand der folgenden Skizze.	Die Nachricht des Anwalts wird mit dem öffentlichen Schlüssel des Mandanten verschlüsselt. Die empfangene Nachricht wird mit dem privaten Schlüssel des Mandanten entschlüsselt.	IHK-AP1 itsicherheit
Nennen Sie das IT-Schutzziel, welches durch die beschriebene Verwendung der Schlüssel erreicht werden kann.	Vertraulichkeit der E-Mail.	IHK-AP1 itsicherheit
Nennen Sie einen Vorteil und einen Nachteil der asymmetrischen Verschlüsselung im Vergleich zu einer symmetrischen Verschlüsselung.	Vorteil: keine gesicherte Übertragung eines geheimen Schlüssels notwendig<br>Nachteil: Verschlüsselung und Entschlüsselung erfordern einen höheren Rechenaufwand.<br>Weitere Lösungen sind möglich.	IHK-AP1 itsicherheit
Nennen Sie jeweils zwei Vorteile dieser Lizenzmodelle.	Open-Source:<br>Ggf. kostenlos, öffentlicher Source-Code kann von allen Interessierten geprüft und verbessert werden<br>Proprietäre Software:<br>Ggf. bessere Zusammenarbeit mit weiterer Software des Herstellers, ggf. gesicherter Service, ggf. zukunftssicherer durch kommerziellen Hersteller	IHK-AP1 software
Erläutern Sie den Zweck der Verwendung eines Hashwerts beim Softwaredownload.	Nach dem Download kann beim Nutzer der Hashwert erneut berechnet werden. Dieser wird mit dem angebotenen Hashwert verglichen, um mögliche Fehler oder Datenmanipulationen bei der Datenübertragung zu identifizieren (Integrität).	IHK-AP1 software itsicherheit
Nennen Sie die Vorgänge des kritischen Pfads	Kritischen Pfad: A-B-D-E-I-J	IHK-AP1 projekt
Erläutern Sie den Unterschied gegenüber einer statischen Website.	Eine dynamische Website generiert Inhalte zur Laufzeit auf der Grundlage von Benutzerinteraktionen oder anderen Parametern, während eine statische Website zuvor erstellte Inhalte anzeigt, die unverändert bleiben.	IHK-AP1 programmierung
Nennen Sie drei Programmiersprachen, die für die Entwicklung von dynamischen Webinhalten verwendet werden.	- JavaScript<br>- PHP<br>- Python<br>- Ruby<br>- Java Enterprise Edition<br>- u. a.<br>Hinweis: HTML und CSS sind keine Programmiersprachen.	IHK-AP1 hardware
Erläutern Sie einen möglichen Vorteil für die Mitarbeiter.	- Fehlerhäufigkeit wird geringer und damit erhöht sich die Effektivität der eigenen Arbeitsleistung.<br>- Man schafft sich durch die gewonnene Zeit mehr Freiraum für höherqualifizierte Tätigkeiten.<br>Auch andere Antworten sind möglich.	IHK-AP1 ki
Beschreiben Sie einen Vorteil und einen Nachteil dieses Chatbots für die Kanzlei.	Mögliche Nachteile:<br>- Eine oberflächliche Beratung könnte zu einem negativen Image für die Kanzlei führen.<br>- Potenzielle Mandanten könnten sich auf die Nutzung des Chatbots beschränken.<br>- Der persönliche Kontakt geht verloren.<br>Mögliche Vorteile:<br>- Gewinnung von Mandanten, deren Kontakt über den Chatbot hergestellt wird.<br>- Angebot einer kostenlosen Erstberatung für die Mandanten ohne Beanspruchung von personellen Ressourcen ist gegeben.<br>- 24/7-Erreichbarkeit ist gegeben.	IHK-AP1 kalkulation ki
Erklären Sie den Begriff Redundanzen.	Mehrfachspeicherungen von Daten<br>Auch andere Formulierungen sind möglich.	IHK-AP1 itsicherheit
Beschreiben Sie ein Problem, welches durch Redundanzen entstehen kann.	Änderungen müssen an mehreren Stellen vorgenommen werden. Wird eine übersehen, entstehen Inkonsistenzen.<br>Erhöhter Zeitaufwand bei der Durchführung von Änderungen.<br>Ungewollte Nebeneffekte beim Einfügen, Löschen oder Ändern von Daten<br>Auch andere Antworten sind möglich.	IHK-AP1 netzwerk
Nennen Sie unter Angabe des Datums die Vorgänge, die bereits stattgefunden haben.	05.09.2025: Bestellung der Ware<br>10.09.2025: Lieferung der Ware<br>11.09.2025: Rechnungsstellung	IHK-AP1 kalkulation
Achtung	Der Abgleich betrifft nur die Rechnungspositionen!	IHK-AP1 kalkulation
Mengenrabatt	Bei Absatz einer bestimmten Menge erfolgt der Rabatt	IHK-AP1 kalkulation
Neukundenrabatt	Nachlass, um neue Kunden zu gewinnen	IHK-AP1 kalkulation
Zeitrabatte wie Frühbezugsrabatt	Sie werden für frühzeitige Vertragsabschlüsse gewährt	IHK-AP1 kalkulation
Treuerabatt	Langjährige Kunden erhalten Vergünstigungen	IHK-AP1 kalkulation
Web-/Online-Rabatt	Für online bestellte Produkte	IHK-AP1 kalkulation
Beschreiben Sie zwei mögliche Gründe, einen Rabatt zu erhalten.	- Mengenrabatt: Bei Absatz einer bestimmten Menge erfolgt der Rabatt<br>- Neukundenrabatt: Nachlass, um neue Kunden zu gewinnen<br>- Schüler-, Studentenrabatt: Nachlass für bestimmte Personengruppen<br>- Zeitrabatte wie Frühbezugsrabatt: Sie werden für frühzeitige Vertragsabschlüsse gewährt<br>- Treuerabatt: Langjährige Kunden erhalten Vergünstigungen<br>- Web-/Online-Rabatt: Für online bestellte Produkte<br>Weitere Lösungen sind möglich.	IHK-AP1 kalkulation
Nennen Sie zwei mögliche Informationen, die sich hinter einem QR-Code (GiroCode) auf einer Rechnung verbergen können.	Der Code beinhaltet alle Daten einer (SEPA-)Überweisung:<br>- Begünstigter/Zahlungsempfänger<br>- IBAN<br>- BIC<br>- Verwendungszweck<br>- Rechnungsbetrag<br>- u. a.	IHK-AP1 daten kalkulation
Nennen Sie zwei Erleichterungen, die die Nutzung des Codes bei Bezahlung bietet.	- Fehlerfreie Übernahme der Überweisungsdaten für den Zahlungspflichtigen.<br>- Keine manuelle Eingabe der Überweisungsdaten notwendig.<br>- Zuordnung des Zahlungseingangs besser möglich.	IHK-AP1 daten kommunikation
Nennen Sie zwei mögliche Ursachen für die Ablehnung der neuen Prozesse.	- Angst vor Wegrationalisieren des eigenen Arbeitsplatzes.<br>- Bedenken, den geänderten Anforderungen nicht gewachsen zu sein<br>- Fehlende Bereitschaft, gewohnte Abläufe/Routinen zu ändern<br>- Angst vor mehr Leistungsdruck durch freigewordene Zeitressourcen<br>- Befürchtung, die Kontrolle über die Aufgaben zu verlieren<br>Auch andere sinnvolle Antworten sind möglich.	IHK-AP1 arbeitsplatz ki
Nennen Sie zwei Vorteile und zwei Nachteile der digitalen Rechnung innerhalb eines automatischen Rechnungsmanagementsystems.	Vorteile:<br>- Effizienzsteigerung<br>- Kosteneinsparungen<br>- Einfacher Zugriff und bessere Nachverfolgbarkeit<br>- Integration<br>- Nachhaltigkeit<br>- Vermeiden von Medienbrüchen<br>andere Antworten möglich<br><br>Nachteile:<br>- Anfangsinvestitionen<br>- Sicherheitsrisiken, z. B. Datenmissbrauch<br>- Bedenken wegen Veränderungen<br>- Schulungskosten<br>andere Antworten möglich	IHK-AP1 kalkulation arbeitsplatz
KI-Systeme sind lernende Systeme	Sie erkennen Muster im Verhalten der Zahlungspflichtigen.	IHK-AP1 ki
Zeitersparnis	KI kann zeitraubende manuelle Prüfungen automatisieren, wodurch Mitarbeiter sich auf andere Aufgaben konzentrieren können.	IHK-AP1 ki
Kostenreduktion	Durch die Automatisierung der Rechnungsprüfung können Fehler reduziert und die Effizienz gesteigert werden.	IHK-AP1 ki
Fehlerreduktion	KI-Systeme sind in der Lage, Rechnungen präzise zu analysieren und Fehler zu erkennen, die bei manuellen Prüfungen übersehen werden können.	IHK-AP1 ki
Skalierbarkeit	KI-Lösungen können problemlos an das Wachstum des Unternehmens angepasst werden, ohne dass zusätzliche personelle Ressourcen erforderlich sind.	IHK-AP1 ki
Auch möglich	§ 291 SGB V. Anforderungen an die Sicherheit der Datenübertragung und die Zugriffskontrollen für Anwendungen der eGK.	IHK-AP1 datenschutz
Sicherheitsrisiko	Kann verraten, ausgespäht oder geknackt werden (Phishing).	IHK-AP1 itsicherheit
Beschreiben Sie ein mögliches Risiko manipulierter Geräte bezüglich der IT-Sicherheit.	z. B. unbemerkter Einbau von Abhöreinrichtungen, Deaktivierung von Sicherheitsfunktionen	IHK-AP1 itsicherheit
Beschreiben Sie die Funktion eines Primärschlüssels in einer Tabelle.	Ein Primärschlüssel ist ein eindeutiger Bezeichner für jeden Datensatz in einer Tabelle.	IHK-AP1 daten
Beschreiben Sie den Zweck von Fremdschlüsseln in relationalen Datenbanken.	Ein Fremdschlüssel wird verwendet, um Tabellen zu verknüpfen, indem er auf einen Primärschlüssel in einer anderen Tabelle verweist.	IHK-AP1 daten
Beschreiben Sie den Vorteil des Verknüpfens von Tabellen in einer Datenbank.	Das Verknüpfen von Tabellen ermöglicht eine effiziente Datenorganisation und verringert Redundanz.	IHK-AP1 daten
Zeile 2	Durchläuft jedes Medikament in der übergebenen Datenstruktur.	IHK-AP1 programmierung
Zeile 3	Überprüft, ob die Menge des Medikaments unter dem festgelegten Limit liegt.	IHK-AP1 programmierung
Zeile 4	Gibt eine Warnung mit dem Namen des Medikaments aus, wenn es unter dem Limit liegt.	IHK-AP1 programmierung
Erläutern Sie die Zeilen zwei, drei und vier dieses Algorithmus.	Zeile 2: Durchläuft jedes Medikament in der übergebenen Datenstruktur.<br>Zeile 3: Überprüft, ob die Menge des Medikaments unter dem festgelegten Limit liegt.<br>Zeile 4: Gibt eine Warnung mit dem Namen des Medikaments aus, wenn es unter dem Limit liegt.<br>Andere Formulierungen sind möglich	IHK-AP1 programmierung
Erläutern Sie, warum der aktuelle Pseudocode nicht korrekt funktioniert.	Der 'gesamtpreis' wird zu Beginn auf 0 gesetzt und dann in der Schleife immer mit dem Produkt aus Preis und Menge multipliziert. Da jede Multiplikation mit 0 stets 0 ergibt, bleibt der 'gesamtpreis' immer 0. Das Produkt aus Preis und Menge muss addiert werden.<br>Andere Formulierungen sind möglich.	IHK-AP1 programmierung
Beschreiben Sie zwei mögliche Konsequenzen dieser Voreinstellung.	Mögliche Lösungen:<br>– Es muss ein geeignetes eigenes Passwort eingestellt werden, welches den Sicherheitsbedingungen entspricht.<br>– Es wird nicht auf allen Geräten des Herstellers dasselbe Passwort verwendet.<br>– Wenn nicht selbstständig ein Passwort gesetzt wird, ist der Zugang meist nicht möglich.	IHK-AP1 itsicherheit
Nennen Sie den Zweck, warum hier Varianten mit „IR" bzw. „heater" angeboten werden.	Die IR (Infrarot)-Option kann für Nachtaufnahmen eingesetzt werden.<br>Die Heizung dient ggf. dem Schutz vor Vereisung und Beschlag bei niedrigen Außentemperaturen.	IHK-AP1 hardware
Nennen Sie einen Vorteil dieser Verbindungsart.	z. B. Geringer Verkabelungsaufwand, aufgeräumter Arbeitsplatz	IHK-AP1 hardware
Erläutern Sie die technische Voraussetzung für die Nutzung dieser Verbindungsart.	Unterstützung von Multi-Stream Transport (MST) auf dem Thunderbolt-Port oder DisplayPort des PCs und den Anschlüssen der Monitore.	IHK-AP1 hardware
Überprüfung	Diode an den Netzwerkbuchse überprüfen (blinkt nicht)	IHK-AP1 netzwerk
Behebung	Austausch des defekten Netzwerkkabels	IHK-AP1 netzwerk
Adresslänge	IPv4 verwendet 32-Bit-Adressen, IPv6 128-Bit-Adressen	IHK-AP1 netzwerk
Adressraum	Aus der längeren IP-Adresse von IPv6 ergibt sich eine viel größere Anzahl möglicher Adressen	IHK-AP1 netzwerk
Netzwerkkonfiguration	IPv4 erfordert eine manuelle Konfiguration oder DHCP, IPv6 unterstützt die automatische Konfiguration durch Stateless Address Autoconfiguration (SLAAC)	IHK-AP1 netzwerk
Dual-Stack	Bei dieser Methode werden sowohl IPv4- als auch IPv6-Adressen auf denselben Geräten und Netzwerken verwendet. Jedes Gerät hat sowohl eine IPv4- als auch eine IPv6-Adresse und kann somit mit beiden Protokollen kommunizieren.	IHK-AP1 netzwerk
Tunneling	Kapselung IPv6-Pakete innerhalb von IPv4-Paketen (oder umgekehrt). Beispiel: 6to4 IPv6-Pakete werden über ein IPv4-Netzwerk transportiert.	IHK-AP1 netzwerk
Erläutern Sie eine Möglichkeit, IPv4 und IPv6 kombiniert zu betreiben.	Dual-Stack: Bei dieser Methode werden sowohl IPv4- als auch IPv6-Adressen auf denselben Geräten und Netzwerken verwendet. Jedes Gerät hat sowohl eine IPv4- als auch eine IPv6-Adresse und kann somit mit beiden Protokollen kommunizieren.<br><br>Tunneling: Kapselung IPv6-Pakete innerhalb von IPv4-Paketen (oder umgekehrt). Beispiel: 6to4 IPv6-Pakete werden über ein IPv4-Netzwerk transportiert.<br><br>Weitere Lösungen sind möglich.	IHK-AP1 netzwerk
Beschreiben Sie eine damit verbundene Verpflichtung.	– Keine Aufnahmen von Personen im öffentlichen Bereich<br>– Erhöhte Schutzmaßnahmen beim Speichern und Verarbeitung der Videoaufnahmen<br>– Aufstellen eines Schildes mit dem Hinweis auf die Videoüberwachung<br>– Zulässige Speicherzeiten sind zu berücksichtigen<br><br>Auch andere Antworten sind möglich.	IHK-AP1 hardware
Nennen Sie zwei wirtschaftliche Vorteile, die sich durch einen verbesserten Ablauf der An- und Ablieferungen für die Pulling AG ergeben könnten.	– Zuordnung günstiger Anfahrtsstellen zum Be- und Entladen<br>– Zügige Abwicklung des Be- und Entladens<br>– Reduzierung der LKW-Standzeiten<br>– Schnellere Auslieferung der Kundenbestellungen<br>– Schnellere Verfügbarkeit der bestellten Ware<br>– Bessere Auslastung der Be- und Entladestellen<br><br>Auch andere Antworten sind möglich.	IHK-AP1 kalkulation
Beschreiben Sie ein Recht, das die Kunden der Pulling AG bei einer verspäteten Lieferung (Lieferverzug) in Anspruch nehmen könnten.	– Die Kunden bestehen auf Lieferung.<br>– Die Kunden verzichten auf Lieferung der Ware, haben keine Zahlungsverpflichtung und treten somit vom Kaufvertrag zurück.<br>– Die Kunden erhalten Schadensersatz als Ausgleich für die nicht erbrachte Leistung.<br>– Die Kunden bekommen den durch den Lieferverzug entstandenen Schaden ersetzt.	IHK-AP1 kalkulation
Beschreiben Sie eine negative Konsequenz, die sich aus dem Imageverlust ergeben könnte.	– Probleme bei der Gewinnung von Neukunden<br>– Umsatzrückgang durch den Absprung von Kunden<br>– Probleme bei der Mitarbeitergewinnung<br><br>Auch andere Antworten sind möglich.	IHK-AP1 kalkulation
Beschreiben Sie, wie sich die oben genannten IP-Adressen in Bezug auf deren öffentlichen Erreichbarkeit im Internet verhalten.	Es handelt sich um private IP-Adressen, die im lokalen Netzwerk verwendet und im Internet nicht geroutet werden und daher nicht öffentlich im Internet erreichbar sind.	IHK-AP1 netzwerk
Nennen Sie einen kritischen Wert des nachfolgenden Screenshots und beschreiben Sie ein mögliches Problem, das aufgrund dieses kritischen Werts auftreten könnte.	466 (ms) (1 Punkt)<br>Instabilität, z. B. Ruckeln oder Einfrieren der Bildübertragung<br>Timeouts in Form von Verbindungsabbrüchen (2 Punkte)<br>Auch andere sinnvolle Antworten (z. B. 863 ms als konkrete Antwortzeit) möglich.	IHK-AP1 netzwerk
Benennen Sie drei Beispiele.	Entscheidend ist die sinngemäße Benennung der Schlüsselbegriffe „Umstrukturierung", „Ressourcen", „Geschäftsprozesse und -systeme" und „digitale Technologien", die durch den Ausdruck „such as" als Beispiele genannt werden.	IHK-AP1 netzwerk
Beschreiben Sie einen generellen Nachteil der Sofortumstellung gegenüber dem Parallelbetrieb.	– Auftretende Software-Störungen wirken sich stärker auf die betrieblichen Abläufe aus.<br>– Erhöhter Erfolgsdruck auf die Mitarbeiter<br><br>Auch andere Antworten sind möglich.	IHK-AP1 netzwerk software
Nennen Sie vier Maßnahmen, um den Arbeitsplatz ergonomischer zu gestalten.	– Große, höhenverstellbare und separate Bildschirme<br>– Mehrere Bildschirme<br>– Gute Auflösung<br>– Höhenverstellbare Tische<br>– Ergonomischer Stuhl<br><br>Auch andere Antworten sind möglich.	IHK-AP1 arbeitsplatz
Nennen Sie zwei Vorteile objektorientierter Programmiersprachen gegenüber prozeduraler Programmiersprachen.	– Bessere Wiederverwendbarkeit<br>– Leichtere Erweiterbarkeit<br>– Bessere Wartbarkeit<br>– Vererbung<br>– Kapselung<br>– Polymorphismus<br>– u. a.	IHK-AP1 hardware
